* Measurement data measured by REW V5.20.13
* Source: Frequency Response Averaged data
* Format: Averaged data produced from the rms magnitudes of L, L, L, L, L, L, L
* Dated: 2023. 9. 16 ¿ÀÈÄ 10:36:43
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Averaged data produced from the rms magnitudes of L, L, L, L, L, L, L
* Measurement: L
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 2.200 Hz
*
* Freq(Hz)	SPL(dB)
4620.000000	97.379
4680.000000	97.173
4750.000000	96.902
4820.000000	96.601
4870.000000	96.368
4940.000000	96.026
5000.000000	95.723
5080.000000	95.324
5150.000000	94.993
5220.000000	94.683
5300.000000	94.346
5380.000000	94.013
5450.000000	93.722
5520.000000	93.433
5600.000000	93.113
5700.000000	92.735
5800.000000	92.385
5900.000000	92.064
6000.000000	91.780
6080.000000	91.589
6150.000000	91.455
6220.000000	91.351
6300.000000	91.263
6400.000000	91.190
6500.000000	91.155
6600.000000	91.157
6700.000000	91.223
6800.000000	91.387
6900.000000	91.636
7000.000000	91.957
7100.000000	92.355
7200.000000	92.838
7300.000000	93.412
7400.000000	94.081
7500.000000	94.844
7620.000000	95.866
7750.000000	97.014
7880.000000	98.000
8000.000000	98.514
8120.000000	98.486
8250.000000	97.846
8380.000000	96.719
8500.000000	95.461
8620.000000	94.180
8750.000000	92.898
8850.000000	92.026
9000.000000	90.930
9120.000000	90.235
9250.000000	89.655
9380.000000	89.246
9500.000000	89.014
9620.000000	88.922
9750.000000	88.981
9880.000000	89.207
10000.000000	89.557
10150.000000	90.162
10300.000000	90.878
10440.000000	91.516
10600.000000	91.975
10750.000000	91.928
10900.000000	91.336
11060.000000	90.215
11200.000000	89.017
11380.000000	87.474
11500.000000	86.563
11720.000000	85.243
11800.000000	84.838
12060.000000	83.080
12200.000000	81.248
12410.000000	76.737
12500.000000	74.280
12650.000000	70.249
12800.000000	67.835
13150.000000	67.944
13200.000000	68.073
13400.000000	68.494
13600.000000	68.799
13800.000000	69.057
14000.000000	69.315
14300.000000	69.780
14500.000000	70.215
14750.000000	70.970
15000.000000	72.004
15250.000000	73.389
15500.000000	75.238
15750.000000	77.635
16000.000000	80.384
16250.000000	82.677
16500.000000	83.530
16750.000000	82.740
17000.000000	81.033
17250.000000	79.287
17500.000000	77.854
17750.000000	76.641
18000.000000	75.512
18250.000000	74.488
18500.000000	73.648
18750.000000	72.906
19000.000000	72.014
19250.000000	70.767
19500.000000	69.122
19750.000000	67.258
