* Measurement data measured by REW V5.20.13
* Source: 마이크(EPOS GSX 30, MICROPHONE (마스), L, volume: 0.800. Timing signal peak level -12.3 dBFS, measurement signal peak level -12.3 dBFS
* Format: 256k Log Swept Sine, 1 sweep at -12.0 dBFS using an acoustic timing reference
* Dated: 2023. 9. 20 오전 12:21:22
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Delay -0.0178 ms (-6.1 mm, -0.24 in) using estimated IR delay relative to Acoustic reference played from SPEAKER L with no timing offset
* Measurement: Velvet L
* Smoothing: 1/24 octave
* Frequency Step: 1/48 octave
* Start Frequency: 1.000 Hz
*
* Freq(Hz)	SPL(dB)	Phase(degrees)
71.000000	102.491	168.9787
72.000000	102.441	168.5190
73.000000	102.390	168.0868
74.000000	102.340	167.6534
75.000000	102.285	167.2302
76.199997	102.218	166.7682
77.500000	102.149	166.2689
78.800003	102.077	165.7602
80.000000	102.012	165.3210
81.199997	101.950	164.8802
82.500000	101.880	164.4084
83.800003	101.808	163.9767
85.000000	101.744	163.5988
86.199997	101.679	163.2267
87.500000	101.607	162.8286
88.500000	101.552	162.5216
90.000000	101.467	162.0773
91.199997	101.401	161.7372
92.500000	101.330	161.3864
93.800003	101.260	161.0624
95.000000	101.197	160.7814
96.199997	101.136	160.5016
97.500000	101.069	160.2024
98.800003	101.002	159.9137
100.000000	100.940	159.6581
101.500000	100.861	159.3494
103.000000	100.782	159.0474
104.400002	100.708	158.7707
106.000000	100.622	158.4694
107.500000	100.543	158.2097
109.000000	100.468	157.9564
110.599998	100.389	157.6833
112.000000	100.319	157.4585
113.800003	100.230	157.2015
115.000000	100.173	157.0427
117.199997	100.071	156.7448
118.000000	100.032	156.6405
120.599998	99.907	156.3417
122.000000	99.840	156.1879
124.099998	99.744	155.9561
125.000000	99.706	155.8536
126.500000	99.646	155.6841
128.000000	99.589	155.5347
131.500000	99.464	155.2464
132.000000	99.447	155.2075
134.000000	99.377	155.0551
136.000000	99.308	154.9046
138.000000	99.238	154.7616
140.000000	99.168	154.6435
143.000000	99.064	154.4857
145.000000	98.995	154.3839
147.500000	98.913	154.2744
150.000000	98.833	154.1705
152.500000	98.753	154.0903
155.000000	98.674	154.0355
157.500000	98.598	153.9838
160.000000	98.519	153.9274
162.500000	98.432	153.8817
165.000000	98.341	153.8542
167.500000	98.253	153.8445
170.000000	98.170	153.8345
172.500000	98.089	153.8381
175.000000	98.011	153.8463
177.500000	97.931	153.8464
180.000000	97.850	153.8518
182.500000	97.771	153.8534
185.000000	97.693	153.8551
187.500000	97.616	153.8727
190.000000	97.540	153.9012
192.500000	97.464	153.9324
195.000000	97.389	153.9694
197.500000	97.316	154.0209
200.000000	97.245	154.0769
203.000000	97.165	154.1429
206.000000	97.088	154.2203
209.000000	97.013	154.3226
212.000000	96.939	154.4353
214.000000	96.889	154.5104
218.000000	96.792	154.6510
220.000000	96.746	154.7206
224.000000	96.655	154.8680
227.000000	96.585	154.9856
230.000000	96.517	155.1179
233.000000	96.452	155.2606
236.000000	96.387	155.4128
240.000000	96.300	155.6316
243.000000	96.238	155.8011
247.000000	96.156	156.0357
250.000000	96.094	156.2230
254.000000	96.013	156.4845
258.000000	95.935	156.7332
262.000000	95.859	156.9760
265.000000	95.802	157.1570
269.000000	95.725	157.3864
272.000000	95.667	157.5548
276.000000	95.591	157.7899
280.000000	95.516	158.0399
285.000000	95.425	158.3665
290.000000	95.335	158.7161
295.000000	95.249	159.0942
300.000000	95.168	159.5008
304.000000	95.109	159.8421
307.000000	95.070	160.1037
311.000000	95.025	160.4502
315.000000	94.988	160.7730
320.000000	94.954	161.1157
325.000000	94.926	161.3994
330.000000	94.895	161.6411
335.000000	94.861	161.8470
340.000000	94.823	162.0461
345.000000	94.780	162.2483
350.000000	94.734	162.4603
355.000000	94.687	162.6929
360.000000	94.639	162.9406
365.000000	94.592	163.2000
370.000000	94.545	163.4744
375.000000	94.499	163.7543
382.000000	94.437	164.1635
387.000000	94.395	164.4646
395.000000	94.329	164.9587
400.000000	94.289	165.2735
406.000000	94.243	165.6591
412.000000	94.200	166.0516
418.000000	94.158	166.4424
425.000000	94.109	166.9162
431.000000	94.070	167.3385
437.000000	94.035	167.7764
444.000000	94.000	168.2999
450.000000	93.975	168.7443
455.000000	93.958	169.1013
462.000000	93.937	169.5641
468.000000	93.920	169.9215
475.000000	93.899	170.3132
482.000000	93.876	170.7007
487.000000	93.857	170.9824
494.000000	93.832	171.3774
500.000000	93.811	171.7148
508.000000	93.785	172.1739
515.000000	93.763	172.5890
522.000000	93.743	173.0103
530.000000	93.723	173.4998
538.000000	93.705	173.9927
545.000000	93.691	174.4232
552.000000	93.677	174.8561
560.000000	93.663	175.3558
570.000000	93.647	175.9885
580.000000	93.634	176.6189
590.000000	93.624	177.2555
600.000000	93.617	177.8996
608.000000	93.614	178.4102
615.000000	93.614	178.8500
622.000000	93.615	179.2856
630.000000	93.619	179.7808
640.000000	93.630	-179.5986
650.000000	93.647	-178.9763
